MSE: 23723.644969940186
RMSE: 334.5448081890918
PSNR: 59.60045509932719
SSIM: (1.8229149238374425, 2.3062653950879186)
UQI: 3.584015197435848
MSSSIM: (2.5001283369017204+0j)
ERGAS: 114036.18663332317
SCC: 0.030502804234986462
RASE: 16288.75866791741
SAM: 2.3832208857512684
VIF: 0.19563587851411615
PD: 68.39568138122559
