MSE: 25839.34042898814
RMSE: 354.29059066854643
PSNR: 56.306489469491225
SSIM: (1.5918041343593266, 1.9860619506696806)
UQI: 3.4293502839288896
MSSSIM: (1.5093875396434866+0.03844934783779582j)
ERGAS: 173839.98561714764
SCC: 0.019596804224787844
RASE: 24894.788373296084
SAM: 2.8789040565528397
VIF: 0.17357178131416004
PD: 87.88536787033081
