MSE: 20440.5544573466
RMSE: 319.40833454840555
PSNR: 60.15536696445521
SSIM: (1.7496333856232744, 2.084027549508756)
UQI: 3.6302070888660136
MSSSIM: (1.4276431927875355+0j)
ERGAS: 211264.0848527678
SCC: -0.0072614998661951514
RASE: 30198.320912116327
SAM: 2.832865272262511
VIF: 0.14189891329227952
PD: 78.13512229919434
