MSE: 22846.344560411242
RMSE: 337.56886819965905
PSNR: 57.76869029281393
SSIM: (1.7271345649939385, 2.2012884792359526)
UQI: 3.298777785774875
MSSSIM: (1.8241613369165375+0j)
ERGAS: 170879.77429657182
SCC: 0.02619753551879702
RASE: 24437.14148349684
SAM: 3.085395950642241
VIF: 0.23058020526057696
PD: 96.80899238586426
