MSE: 19601.602073900627
RMSE: 308.77566400723543
PSNR: 62.2238840810219
SSIM: (1.6911102937953806, 1.956863893114019)
UQI: 3.824341836159708
MSSSIM: (1.8932220869049945+0j)
ERGAS: 157243.39449434174
SCC: -0.004315248439980421
RASE: 22798.500056125486
SAM: 2.13808238836456
VIF: 0.14310584343323635
PD: 103.01662254333496
