MSE: 11359.575607762192
RMSE: 184.58553685888597
PSNR: 37.050455501829546
SSIM: (0.4082991243448211, 0.4438074854708435)
UQI: 2.2675393691722343
MSSSIM: (0.43095832597917005+0j)
ERGAS: 85799.24974500567
SCC: -0.00011394425757831582
RASE: 12329.839646402199
SAM: 1.4020113889580097
VIF: 0.07598262736805576
PD: 82.77874374389648
