MSE: 35548.440826416016
RMSE: 419.7003855623121
PSNR: 48.45062583253876
SSIM: (1.3808481339240932, 1.9034612002294113)
UQI: 2.959689598287922
MSSSIM: (0.807778643710136+0.18410117883255503j)
ERGAS: 213517.96768488298
SCC: 0.01121270496369035
RASE: 30447.055966302392
SAM: 3.686661630557009
VIF: 0.2576330614478697
PD: 108.62648963928223
