MSE: 13077.464215468077
RMSE: 218.3356898403077
PSNR: 46.41711947401922
SSIM: (0.9380702437768832, 1.0419400044699796)
UQI: 2.8202977750627354
MSSSIM: (1.0582307350494355+0j)
ERGAS: 104083.9648763707
SCC: 0.005656372061972867
RASE: 14931.465461874657
SAM: 1.731881409555281
VIF: 0.16888238323980412
PD: 87.39776802062988
