MSE: 20865.190823751786
RMSE: 300.2531460715049
PSNR: 51.45035087284883
SSIM: (1.2349167536178072, 1.540877542765131)
UQI: 3.055906448000321
MSSSIM: (1.5932996336659295+0j)
ERGAS: 164284.1000052525
SCC: 0.00014897647062224304
RASE: 23881.306354539767
SAM: 2.406777614571035
VIF: 0.18042803330863516
PD: 99.21144212995257
