MSE: 2266.5396118164062
RMSE: 47.608188495430134
PSNR: 14.577170473373315
SSIM: (0.3064034892401281, 0.3347075357238198)
UQI: 0.828045490996096
MSSSIM: (0.43542123927432486+0j)
ERGAS: 23008.71409049171
SCC: 0.00045206415360923
RASE: 3334.9038840910453
SAM: 0.36818703320176427
VIF: 0.05888860169917081
PD: 16.836502075195312
