MSE: 22838.061873372393
RMSE: 337.1676528545189
PSNR: 57.86156076281362
SSIM: (0.6344534029387294, 0.7721973805692195)
UQI: 3.3418558457846137
MSSSIM: (1.3464199469202316+0j)
ERGAS: 194391.7988726242
SCC: -0.0020322146597111135
RASE: 27851.486906758157
SAM: 2.6041031539599166
VIF: 0.1491707104739343
PD: 145.4661865234375
