MSE: 33831.49045054118
RMSE: 408.2815792997838
PSNR: 49.796650243501816
SSIM: (1.279465206312245, 1.6824469395889994)
UQI: 3.099633560626118
MSSSIM: (1.1077751195079146+0j)
ERGAS: 182399.77241003318
SCC: 0.05754332991250502
RASE: 26216.891792742004
SAM: 3.1827019684259725
VIF: 0.2502616708148018
PD: 112.91593933105469
