MSE: 29756.71490478516
RMSE: 382.017605097303
PSNR: 52.74298636723647
SSIM: (1.6638871867564478, 2.206308694386726)
UQI: 3.1667479271025227
MSSSIM: (1.6323130060946913+0.08161744161219803j)
ERGAS: 187060.75324271724
SCC: 0.02954857636083928
RASE: 26827.77829283084
SAM: 3.3260114900430913
VIF: 0.2534471487488722
PD: 100.10337257385254
