MSE: 31191.26921723491
RMSE: 390.3729378369581
PSNR: 51.89307686755091
SSIM: (1.3248258235058612, 1.7563567480992737)
UQI: 3.1975544497668893
MSSSIM: (1.4869305456099808+0.030683529805425838j)
ERGAS: 207148.89800506012
SCC: 0.03371071135174835
RASE: 29797.204054105725
SAM: 3.104816774302671
VIF: 0.2683938664994428
PD: 102.82412942250569
