MSE: 18941.87109758011
RMSE: 305.21600768560563
PSNR: 62.45458161353909
SSIM: (1.5011175813587576, 1.7466589108191646)
UQI: 3.687464483154763
MSSSIM: (1.9022716469517293+0j)
ERGAS: 150926.22087320985
SCC: -0.0011554947772943111
RASE: 21686.114802676173
SAM: 2.3176539343277467
VIF: 0.1596855733570615
PD: 110.0691704750061
