MSE: 17231.99203491211
RMSE: 292.794919396823
PSNR: 64.00095486095283
SSIM: (1.5801664510758346, 1.7519173541065904)
UQI: 3.83837938581201
MSSSIM: (2.01870426899384+0j)
ERGAS: 113861.74318791143
SCC: -0.0017011541067411054
RASE: 16370.763367282236
SAM: 1.9183334616870646
VIF: 0.09853614449638033
PD: 96.42493629455566
